facility_name,street,city,state,zip,violation_program,violation_type,inspection_date,naics_code
ADVANCED MATERIALS & COATING SPECIALITIES INC.,125 NORTH ASPAN AVENUE #2,AZUSA,CA,91702,CWA,No,,
ADVANCED MATERIALS INC,20211 S SUSANA ROAD,RANCHO DOMINGUEZ,CA,90221,CWA,No,,
ADVANCED METAL FORMING INC,2618 NATIONAL AVE,SAN DIEGO,CA,92113,CWA,No,,
ADVANCED METAL MFG INC,49 STRATHEARN PLACE,SIMI VALLEY,CA,93065,CWA,No,,
ADVANCED MICRO INSTRUMENTS INC,225 PAULARINO AVE,COSTA MESA,CA,92626,CWA,No,,
ADVANCED MOUNTING & DESIGN INC,1231 N SIMON CIR,ANAHEIM,CA,92806,CWA,No,,
ADVANCED MOUNTING & DESIGN INC,1231 N SIMON CIR,ANAHEIM,CA,92806,CWA,No,,
"ADVANCED PALLETS, INC.",3342 CLAUS ROAD,MODESTO,CA,95355,CWA,Yes,,
ADVANCED PRECISION MACHINING INC,1649 MONROVIA AVE,COSTA MESA,CA,92627,CWA,No,08/26/2021,
"ADVANCED PRECISION MFG., INC.",1522  MONTAGUE EXPY.,SAN JOSE,CA,95131,CWA,No,,
ADVANCED PURIFICATION ENGINEERING CORPORATION,1320 S JOHNSON DRIVE,CITY OF INDUSTRY,CA,91745,CWA,No,,
ADVANCED SEALING LLC,15500 BLACKBURN AVE,NORWALK,CA,90650,CWA,No,,
ADVANCED SEALING LLC,15500 BLACKBURN AVE,NORWALK,CA,90650,CWA,Yes,05/10/2021,
ADVANCED SURFACE FINISHING INC,1181 N 4TH STREET SUITE 50,SAN JOSE,CA,95112,CWA,No,,
ADVANCED TECHNOLOGY COMPANY,2858 E WALNUT ST,PASADENA,CA,91107,CWA,Yes,10/23/2023,
ADVANCED TECHNOLOGY COMPANY,2858 E WALNUT ST,PASADENA,CA,91107,CWA,No,08/09/2019,
ADVANCED TECHNOLOGY MACHINING INC,28210 AVENUE CROCKER,VALENCIA,CA,91355,CWA,No,03/23/2022,
"ADVANCED THEORETICAL CONCEPTS, INC.",4077 CALLE TESORO,CAMARILLO,CA,93012,CWA,No,11/29/2022,
ADVANCED WEB OFFSET INC,2260 OAK RIDGE WAY,VISTA,CA,92081,CWA,No,,
ADVANCEDCATH TECHNOLOGIES LLC,176 COMPONENT DRIVE,SAN JOSE,CA,95131,CWA,No,10/24/2019,
ADVANTAGE ADHESIVES INC,8345 WHITE OAK AVENUE,RANCHO CUCAMONGA,CA,91730,CWA,No,,
ADVANTAGE CONVERTING INC,959  TERMINAL WAY.,SAN CARLOS,CA,94070,CWA,No,10/11/2019,
ADVANTAGE MANUFACTURING INC,616 S SANTA FE ST,SANTA ANA,CA,92705,CWA,No,06/18/2018,
ADVANTAGE MFG INC,616 SOUTH SANTA FE STREET,SANTA ANA,CA,92705,CWA,No,,
ADVANTAGE RECYCLING INC,552 ALTA RD,SAN DIEGO,CA,92154,CWA,No,,
ADVANTAGE SEALING SYSTEMS INC,14388 SANTA ANA AVE,FONTANA,CA,92337,CWA,Yes,,
ADVANTECH CORPORATION,380 FAIRVIEW WAY,MILPITAS,CA,95035,CWA,No,,
ADVANTEST AMERICA INC,5188 COMMERCE DRIVE,BALDWIN PARK,CA,91706,CWA,No,,
ADVANTEST AMERICA INC,3061 ZANKER ROAD,SAN JOSE,CA,95134,CWA,No,06/04/2024,
ADVANTEST AMERICA INC,5188 COMMERCE DRIVE,BALDWIN PARK,CA,91706,CWA,No,,
ADVERTISING EDGE INC,1616 PRECISION PARK LANE SUITE B,SAN YSIDRO,CA,92173,CWA,No,,
ADVERTISING RESOURCES CA INC,1600 SOUTH BAKER AVENUE,ONTARIO,CA,91761,CWA,No,,
AEC GROUP INC,3600 WEST CARRIAGE DRIVE,SANTA ANA,CA,92704,CWA,No,,
AEC GROUP INC,3600 W CARRIAGE DR,SANTA ANA,CA,92704,CWA,No,06/18/2018,
AEG INDUSTRIES INC,1219 BRIGGS AVE,SANTA ROSA,CA,95401,CWA,No,,
AEMERGE REDPAK SERVICES SOUTHERN CALIFORNIA LLC,9600 E AVENUE,HESPERIA,CA,92345,CWA,No,,
AEMETIS ADVANCED FUELS KEYES INC,4209 JESSUP RD,CERES,CA,95307,CWA,No,,
AEON MANUFACTURING COMPANY,929 WEST 253RD STREET,HARBOR CITY,CA,90710,CWA,No,,
AERA ENERGY LLC,66893 SARGENT CANYON ROAD,SAN ARDO,CA,93450,CWA,No,,
AERATION TECHNOLOGY LLC,31086 SAN BENITO ST,HAYWARD,CA,94544,CWA,No,09/19/2022,
AERC ACQUISITION CORPORATION DBA AERC RECYCLING SOLUTIONS A CLEAN EARTH COMPANY,30677 HUNTWOOD AVE,HAYWARD,CA,CA,CWA,No,,
AERC ACQUISITION CORPORATION DBA AERC RECYCLING SOLUTIONS A CLEAN EARTH COMPANY,1733 MORGAN ROAD,MODESTO,CA,95358,CWA,No,07/25/2019,
AERC COM INC,30677 HUNTWOOD AVE,HAYWARD,CA,94544,CWA,No,,
AERO DYNAMIC MACHINING INC,7472 CHAPMAN AVE,GARDEN GROVE,CA,92841,CWA,No,04/24/2018,
AERO DYNAMIC MACHINING INC,7472 CHAPMAN AVENUE,GARDEN GROVE,CA,92841,CWA,No,,
AERO DYNAMIC MACHINING INC,11791 MONARCH STREET,GARDEN GROVE,CA,92841,CWA,No,,
AERO ELECTRIC CONNECTOR INC,548 AMAPOLA AVE,TORRANCE,CA,90501,CWA,Yes,05/01/2023,
AERO LEASING INC,17738 GRAND AVE,LAKE ELSINORE,CA,92530,CWA,No,,
AERO PACIFIC CORPORATION,588 PORTER WAY,PLACENTIA,CA,92870,CWA,No,,
AERO POWDER COATING INC,708 MONTEREY PASS RD,MONTEREY PARK,CA,91754,CWA,No,05/26/2021,
AERO WHEEL  BRAKE SERVICE CORPORATION,6900 ACCO ST,MONTEBELLO,CA,90640,CWA,No,10/26/2021,
AEROCRAFT HEAT TREATING CO IN,15701 MINNESOTA AVE,PARAMOUNT,CA,90723,CWA,Yes,,
"AERODYNAMIC PLATING CO, INC",13629 ST ANDREWS PL,GARDENA,CA,90249,CWA,No,,
AERODYNAMIC PLATING COMPANY,13620 SOUTH SAINT ANDREWS PLACE,GARDENA,CA,90249,CWA,No,11/08/2019,
AERODYNAMIC PLATING COMPANY,13629 SOUTH SAINT ANDREWS PLACE,GARDENA,CA,90249,CWA,No,11/08/2019,
AEROFAB CORP,4001 E LEAVERTON CT,ANAHEIM,CA,92807,CWA,No,,
AEROFIT LLC,1425 S ACACIA AVE,FULLERTON,CA,92831,CWA,No,02/05/2020,
AEROFLITE ENTERPRISES INC,232 GEMINI AVE,BREA,CA,92821,CWA,No,,
AEROJET ROCKETDYNE INC,2929 E 54TH ST,LOS ANGELES,CA,90058,CWA,No,,
AEROJET ROCKETDYNE INC,8900 DESOTO AVENUE,CANOGA PARK,CA,91304,CWA,No,06/17/2024,
AEROL CO,19560 S RANCHO WAY,RANCHO DOMINGUEZ,CA,90220,CWA,No,,
AEROPRES CORP,445 S CATARACT AVE,SAN DIMAS,CA,91773,CWA,No,02/23/2023,
AEROSPACE COMM TOOLING INC,1866 S LAKE PL,ONTARIO,CA,91761,CWA,No,,
AEROSPACE DYNAMICS INTERNATIONAL INC,25540 RYE CANYON ROAD,VALENCIA,CA,91355,CWA,No,10/01/2021,
AEROSPACE MANUFACTURING INC,28316 CONSTELLATION ROAD,VALENCIA,CA,91355,CWA,No,08/28/2018,
AEROSPACE MANUFACTURING INC,2535 MARICOPA STREET,TORRANCE,CA,90502,CWA,No,,
"AEROSPACE MANUFACTURING, INC.",28316 CONSTELLATION ROAD,SANTA CLARITA,CA,91355,CWA,No,08/28/2018,
AEROSPARES FABRICATION LLC,15534 MINNESOTA AVENUE,PARAMOUNT,CA,90723,CWA,No,,
AEROSPARES FABRICATION LLC,15534 MINNESOTA AVENUE,PARAMOUNT,CA,90723,CWA,Yes,06/06/2018,
AEROVIRONMENT INC,900 INNOVATORS WAY,SIMI VALLEY,CA,93065,CWA,No,06/17/2021,
AEROWIND CORPORATION,1959 JOHN TOWERS AVE,EL CAJON,CA,92020,CWA,No,,
AEROWIND CORPORATION,1959 JOHN TOWERS AVE,EL CAJON,CA,92020,CWA,Yes,,
"AETCO, INC.",2825 METROPOLITAN PLACE,POMONA,CA,91767,CWA,No,,
AETHERCOMM INC,3205 LIONSHEAD AVE,CARLSBAD,CA,92010,CWA,No,08/14/2020,
AF MACHINE AND TOOL COMPANY,950 WEST HYDE PARK BLVD,INGLEWOOD,CA,90302,CWA,No,06/15/2023,
AFCO ZEP INC,8371 MONROE AVENUE,STANTON,CA,90680,CWA,No,,
AFE INDUSTRIES INC,13233 BARTON CIRCLE,WHITTIER,CA,90670,CWA,Yes,04/05/2023,
AFFILIATED STEEL AND TUBE INC,2041 EAST LOCUST COURT,ONTARIO,CA,91761,CWA,No,,
AFFINITY TRANSIT INC,444 SOUTH BRAND BLVD,SAN FERNANDO,CA,91340,CWA,Yes,,
AFFORDABLE PLASTICS & PACKAGING INC,739 E FRANCIS ST,ONTARIO,CA,91761,CWA,No,,
AGC AUTOMOTIVE INC TORRANCE,19301 PACIFIC GATEWAY DRIVE,TORRANCE,CA,90502,CWA,No,12/26/2023,
AGC BIOLOGICS INC,890 HEINZ AVENUE,BERKELEY,CA,94710,CWA,No,08/05/2021,
AGC FLAT GLASS NORTH AMERICA INC,17300 SILICA RD,VICTORVILLE,CA,92392,CWA,No,,
AGC MULTI MATERIAL AMERICA INC,1107 E KIMBERLY AVE,ANAHEIM,CA,92801,CWA,No,,
AGENUS WEST LLC,793 HEINZ AVENUE,BERKELEY,CA,94710,CWA,No,,
AGGRESSIVE ENGINEERING CORP,1235 N KNOLLWOOD CIR,ANAHEIM,CA,92801,CWA,No,,
AGI MANUFACTURING INC,1325 EL PINAL DR,STOCKTON,CA,95205,CWA,No,,
AGREE CORPORATION,9550 PATHWAY STREET,SANTEE,CA,92071,CWA,No,05/11/2022,
AGRISCAPE INC,37760 BOREL RD,MURRIETA,CA,92563,CWA,No,,
AGRON INC.,2060 EAST VIA ARADO,COMPTON,CA,90220,CWA,No,07/03/2018,
AGUINAGA GREEN INC,26986 BAKER CANYON RD,SILVERADO,CA,92676,CWA,No,,
AH MACHINE INC,214 N CEDAR AVE,INGLEWOOD,CA,90301,CWA,No,07/20/2023,
AH PARTS DISMANTLERS INC,3559 RECYCLE RD,SACRAMENTO,CA,95826,CWA,No,,
AI INDUSTRIES LLC LIVERMORE,240 S VASCO ROAD,LIVERMORE,CA,94551,CWA,No,,
AI INDUSTRIES LLC LIVERMORE,240 S VASCO ROAD,LIVERMORE,CA,94551,CWA,No,02/14/2023,
AIM PLASTICS INC,9326 ABRAHAM WAY,SANTEE,CA,92071,CWA,No,,
AIM RECYCLING CORP DBA AMERICAN IRON METALS CO,1050 BROOKSIDE DRIVE,RICHMOND,CA,94801,CWA,No,02/16/2023,
AIM SHEET METAL INC,1008 BRANSTEN RD,SAN CARLOS,CA,94070,CWA,No,,
AIM SHEET METAL INC,1008  BRANSTEN ROAD.,SAN CARLOS,CA,94070,CWA,No,10/11/2019,
"AIR FRAME FORMING, INC.",5717 COLORADO AVENUE,PARAMOUNT,CA,00000,CWA,No,,
AIR INDUSTRIES CO,7100 CHAPMAN AVE,GARDEN GROVE,CA,92841,CWA,No,,
AIR INDUSTRIES CO,12570 KNOTT ST,GARDEN GROVE,CA,92841,CWA,No,,
AIR LIQUIDE AMERICA CORP,9756 SANTA FE SPRINGS RD,SANTA FE SPRINGS,CA,90670,CWA,No,,
AIR LOGISTICS CORPORATION,925 TODD AVENUE,AZUSA,CA,91702,CWA,No,,
AIR LOGISTICS CORPORATION,146 RAILROAD AVENUE,MONROVIA,CA,91016,CWA,No,09/05/2018,
AIR LOGISTICS CORPORATION,146 RAILROAD AVENUE,MONROVIA,CA,91016,CWA,No,06/08/2018,
AIR MASTER PRODUCTS CORPORATION,830 CALLE PLANO,CAMARILLO,CA,93012,CWA,No,,
AIR MONITOR CORP,1050 HOPPER AVE,SANTA ROSA,CA,95403,CWA,No,,
AIR PRODUCTS AND CHEMICALS INC,23300 S ALAMEDA ST,CARSON,CA,90810,CWA,No,10/25/2018,
AIR PRODUCTS AND CHEMICALS INC,3305 E 26TH ST,LOS ANGELES,CA,90023,CWA,No,,
AIR PRODUCTS AND CHEMICALS INC,700 N HENRY FORD AVE,WILMINGTON,CA,90744,CWA,Yes,,
AIR PRODUCTS MANUFACTURING LLC,14700 DOWNEY AVE,PARAMOUNT,CA,90723,CWA,No,12/01/2021,
AIR VOL BLOCK LLC,1 SUBURBAN RD,SAN LUIS OBISPO,CA,93401,CWA,No,04/05/2023,
AIRBORNE TECHNOLOGIES INC,999 AVENIDA ACASO,CAMARILLO,CA,93012,CWA,No,,
AIRCOAT INC,13405 S BROADWAY,LOS ANGELES,CA,90061,CWA,Yes,12/16/2024,
AIRCOAT INC,13405 SOUTH BROADWAY,LOS ANGELES,CA,90061,CWA,No,06/05/2018,
"AIRCRAFT COMPONENT REPAIR, INC.",25058 ANZA DRIVE,SANTA CLARITA,CA,91355,CWA,No,06/28/2018,
AIRCRAFT FOUNDRY COMPANY,5316 PACIFIC BLVD,HUNTINGTON PARK,CA,90255,CWA,No,,
AIRCRAFT HINGE INC,24930 AVE TIBBITTS,VALENCIA,CA,91355,CWA,No,,
AIRCRAFT METAL PRODUCTS CORP.,6403 ALONDRA BOULEVARD,PARAMOUNT,CA,90723,CWA,No,,
AIRCRAFT X RAY LABORATORIES INC,5216 PACIFIC BLVD,HUNTINGTON PARK,CA,90255,CWA,Yes,,
AIREPS INC,1529 N HARMONY CIR,ANAHEIM,CA,92807,CWA,No,,
AIREY THOMPSON CO INC,5310 IRWINDALE AVE,IRWINDALE,CA,91706,CWA,Yes,07/01/2024,
AIRGAS USA LLC,9756 SANTA FE SPRINGS ROAD,SANTA FE SPRINGS,CA,90670,CWA,Yes,,
AIRGAS USA LLC  DBA AIRGAS DRY ICE,2535 DEL AMO BLVD,TORRANCE,CA,90503,CWA,No,,
AIRGAS USA LLC DBA AIRGAS DRY ICE,9810 JORDAN CIR,SANTA FE SPRINGS,CA,90670,CWA,No,12/22/2021,
"AIRGAS USA, LLC",12550 ARROW ROUTE,RANCHO CUCAMONGA,CA,91739,CWA,No,,
AIRLINK DISTRIBUTION INC,3031 S ORANGE AVE,SANTA ANA,CA,92707,CWA,No,03/25/2019,
AIRLINK DISTRIBUTION LLC,3031 SOUTH ORANGE AVENUE SUITE B,SANTA ANA,CA,92707,CWA,No,,
"AIRSIS, INC",9845 VIA PASAR,SAN DIEGO,CA,92126,CWA,No,,
AIRTECH INTERNATIONAL INC,5700 SKYLAB RD,HUNTINGTON BEACH,CA,92647,CWA,No,,
AIRTRONICS METAL PRODUCTS INC,140 SAN PEDRO AVENUE,MORGAN HILL,CA,95037,CWA,No,,
AIXTRON INC,1139 KARLSTAD DRIVE,SUNNYVALE,CA,94089,CWA,No,,
AJ FASTENERS INC,2800 E MIRALOMA AVE,ANAHEIM,CA,92806,CWA,No,,
AJ PAULL OFFICE LLC,11020 SANTA FE AVENUE,LYNWOOD,CA,90262,CWA,No,08/21/2018,
AJAX AUTO WRECKING INC,84851 AVE 48,COACHELLA,CA,92236,CWA,No,04/26/2012,
AJAX FORGE CO,1956 E 48TH ST,LOS ANGELES,CA,90058,CWA,Yes,,
AJC SANDBLASTING INC,932 SCHLEY,WILMINGTON,CA,90744,CWA,No,,
AJINOMOTO FOODS NORTH AMERICA INC,2395 AMERICAN AVE,HAYWARD,CA,94545,CWA,No,,
AJM PACKAGING CORP,1160 VERNON WY,EL CAJON,CA,92020,CWA,No,,
AKAMAI SOLAR INC,1244 REAMWOOD AVENUE,SUNNYVALE,CA,94089,CWA,No,,
AL INDUSTRIES INC,1641 E SAINT GERTRUDE PL,SANTA ANA,CA,92705,CWA,No,06/18/2018,
AL MART INC,4255 EAST AIRPORT DRIVE,ONTARIO,CA,91761,CWA,No,,
AL'S HEADERS FABRICATION INC,2831 W WHITE STAR AVE,ANAHEIM,CA,92806,CWA,No,,
ALACO LADDER COMPANY,5167 G STREET,CHINO,CA,91710,CWA,No,,
ALAMITOS AUTO PARTS INC,841 MARTIN LUTHER KING JR WAY,MERCED,CA,95341,CWA,Yes,06/14/2023,
ALAN MOLD & TOOL CO INC,425 PARK AVENUE,SAN FERNANDO,CA,91340,CWA,No,,
ALBATROSS AMERICA INC,2340 EASTERN AVENUE,COMMERCE,CA,90022,CWA,No,08/15/2025,
ALBATROSS SALES CO,1222 S LYON ST,SANTA ANA,CA,92705,CWA,No,,
ALBATRUSS SALES CO,1222 S LYON ST,SANTA ANA,CA,92705,CWA,No,06/18/2018,
ALBERT INDUSTRIES LTD DBA SUPERIOR HANDFORGE,9910 JORDAN CIRCLE,SANTA FE SPRINGS,CA,90670,CWA,No,02/04/2025,
ALBRIGHT LIGHTING PLASTICS LLC,1737 S CLAUDINA ST,ANAHEIM,CA,92805,CWA,No,11/15/2017,
ALBRIGHT LIGHTING PLASTICS LLC,1737 S CLAUDINA WAY,ANAHEIM,CA,92805,CWA,No,07/13/2022,
ALCAST MFG INC,2910 FISK LANE,REDONDO BEACH,CA,90278,CWA,No,,
ALCO CAD NICKEL PLATING CORPORATION,1400 LONG BEACH AVE,LOS ANGELES,CA,90021,CWA,No,,
ALCO IRON  METAL CO,321 AZUAR DR,VALLEJO,CA,94592,CWA,No,04/25/2019,
ALCO IRON & METAL CO,1091 DOOLITTLE DR,SAN LEANDRO,CA,94577,CWA,No,06/29/2012,
ALCO IRON & METAL CO,1091 DOOLITTLE DR,SAN LEANDRO,CA,94577,CWA,No,02/13/2020,
ALCO IRON AND METAL CO,1788 ROGERS AVE,SAN JOSE,CA,95112,CWA,No,,111998
ALCON RESEARCH LTD,15800 ALTON PARKWAY,IRVINE,CA,92618,CWA,No,,
ALDELANO SOLAR COLD CHAIN SOLUTIONS INC,2020 SOUTH LYNX PLACE UNIT 2,ONTARIO,CA,91761,CWA,No,,
ALDILA COMPOSITE MATERIALS INC,13450 STOWE DRIVE,POWAY,CA,92064,CWA,No,,
ALEKSANDAR INC,1542 WEST 130TH STREET,GARDENA,CA,90249,CWA,No,06/15/2021,
ALERE PROPERTY GROUP LLC,3121 SOUTH RIVERSIDE AVENUE,BLOOMINGTON,CA,92660,CWA,No,12/17/2019,
ALERT PLATING COMPANY INC,9939 GLENOAKS,SUN VALLEY,CA,91352,CWA,No,01/12/2023,
ALESMITH BREWING COMPANY,9990 ALESMITH COURT,SAN DIEGO,CA,92126,CWA,No,,
ALEWRIGHT LLC,5049 6TH STREET,CARPINTERIA,CA,93013,CWA,No,,
ALEXIS OIL COMPANY,219 GLIDER CIRCLE,CORONA,CA,92880,CWA,No,,
ALFA SCIENTIFIC DESIGNS INC,13200 GREGG ST,POWAY,CA,92064,CWA,No,,
ALFA SCIENTIFIC DESIGNS INC,13200 GREGG ST,POWAY,CA,92064,CWA,No,,
ALHAMBRA FOUNDRY COMP LTD,1147 S MERIDIAN AVE,ALHAMBRA,CA,91803,CWA,No,,
ALHAMBRA REPROGRAPHICS INC DBA A & I REPROGRAPHICS,3939 EAST GUASTI ROAD SUITE B,ONTARIO,CA,91761,CWA,No,,
ALIANZA RECYCLING AND RECOVERY LLC,1900 E BRUNDAGE LANE,BAKERSFIELD,CA,CA,CWA,No,10/09/2019,
"ALISHA'S WEB PRINT & MARKETING, LLC",1455 S DOUBLEDAY AVE,ONTARIO,CA,91761,CWA,No,,
ALISHAS WEB PRINT & MARKETING LLC,1455 S DOUBLEDAY AVE,ONTARIO,CA,91761,CWA,Yes,,
ALISHAS WEB PRINT & MARKETING LLC,1455 SOUTH DOUBLE DAY AVENUE,ONTARIO,CA,91764,CWA,No,,
ALL AMERICAN BREW WORKS LLC,5120 E LA PALMA AVE,ANAHEIM,CA,92807,CWA,No,,
ALL AMERICAN RACERS INC,2334 S BROADWAY ST,SANTA ANA,CA,92707,CWA,No,,
ALL AUTO DISMANTLING INC,750 COMSTOCK ST STE C,SANTA CLARA,CA,95054,CWA,No,,
ALL AUTO PARTS CO,15755 ARROW BLVD,FONTANA,CA,92335,CWA,No,,
ALL BEST LOGISTICS INC.,4957 SHEILA STREET,COMMERCE,CA,90040,CWA,No,06/07/2022,
ALL E WASTE INC,11656 PENDLETON ST,SUN VALLEY,CA,91352,CWA,No,01/03/2019,
"ALL FORD AUTO DISMANTLING, INC",6441 N JEFFERSON ST,ANAHEIM,CA,92807,CWA,No,,
ALL FORD AUTO SALVAGE INC,1515 N JEFFERSON,ANAHEIM,CA,92807,CWA,No,08/27/2024,
"ALL FORD AUTO WRECKING, LLC",3723 RECYCLE ROAD,RANCHO CORDOVA,CA,95742,CWA,No,,
ALL FREIGHT TRUCKING INC,1200 MARLBOROUGH AVE,RIVERSIDE,CA,92507,CWA,Yes,,
ALL GOOD PALLETS INC,1055 DIAMOND ST,STOCKTON,CA,95205,CWA,No,12/05/2022,
ALL JAPANESE AUTO WRECKING SERVICES INC,2207 E MANCHESTER AVE,LOS ANGELES,CA,90001,CWA,Yes,,
ALL MAGNETICS INC,2831 E VIA MARTENS,ANAHEIM,CA,92806,CWA,No,,
"ALL METAL PLATING, INC.",1893 DOBBIN DRIVE,SAN JOSE,CA,95133,CWA,No,08/06/2004,
ALL METALS PROCESSING OF OC INC,8401 STANDUSTRIAL ST,STANTON,CA,90680,CWA,No,,
ALL PACK CO INC,718 ARROW GRAND CIRCLE,COVINA,CA,91722,CWA,No,09/10/2019,
ALL POWER LABS INC,1010 MURRAY ST,BERKELEY,CA,94710,CWA,No,08/27/2018,
ALL PURPOSE WAREHOUSE INC,2310 OTAY CENTER DR,SAN DIEGO,CA,92154,CWA,No,,
"ALL SEASONS FIREWOOD, LLC",1080 AIRPORT BLVD,SANTA ROSA,CA,95403,CWA,No,09/14/2023,
ALL STATE PAPER & METAL RECYCLING CO INC,8889 ETIWANDA AVE,RANCHO CUCAMONGA,CA,91739,CWA,No,,
ALL TIME MACHINE INC,2050 S DEL RIO,ONTARIO,CA,91761,CWA,No,01/31/2024,
ALL TOWN AMBULANCE LLC,13812 SATICOY ST STE A,PANORAMA CITY,CA,91402,CWA,No,,
ALL TRUCKS & AUTO WRECKING INC,9843 SAN FERNANDO ROAD,PACOIMA,CA,91331,CWA,No,09/14/2023,
ALL WAYS METAL INC,401 E ALONDRA,GARDENA,CA,90248,CWA,No,04/04/2023,
ALL WAYS METAL INC.,401 EAST ALONDRA BOULEVARD,ROSEWOOD,CA,90248,CWA,No,06/18/2018,
ALL WEST COACHLINES INC,7701 WILBUR WY,SACRAMENTO,CA,95828,CWA,No,10/26/2017,
ALL WEST FABRICATORS INC,44875 FREMONT BLVD,FREMONT,CA,94538,CWA,No,,
ALLAN CO,2607 E WOODWARD AVE,FRESNO,CA,93721,CWA,No,,
ALLAN CO,2525 S SUNLAND AVE,FRESNO,CA,93725,CWA,No,01/08/2018,
ALLAN CO,2411 DELAWARE,SANTA MONICA,CA,90404,CWA,No,,
ALLAN CO,14618 ARROW,BALDWIN PARK,CA,91706,CWA,No,09/17/2019,
ALLAN CO,6733 CONSOLIDATED,SAN DIEGO,CA,92121,CWA,No,,
ALLAN COMPANY,1404 W HOLT AVE,POMONA,CA,91768,CWA,No,,
ALLAN COMPANY,2540 S MAIN STREET,SANTA ANA,CA,92707,CWA,No,06/19/2024,
ALLAN COMPANY,6733 CONSOLIDATED WAY,SAN DIEGO,CA,92121,CWA,No,08/03/2023,
ALLAN COMPANY MIRAMAR RECYCLING,5165 CONVOY ST,SAN DIEGO,CA,92111,CWA,No,,
ALLAN COMPANY PALMDALE,39530 12TH STREET EAST,PALMDALE,CA,93550,CWA,No,,111998
ALLBLACK COMPANY INC,13090 PARK STREET,SANTA FE SPRINGS,CA,90670,CWA,No,08/18/2021,
ALLCOMP INC,209 PUENTE AVE,CITY OF INDUSTRY,CA,91746,CWA,No,09/15/2017,
ALLEGIANCE BUSINESS CORP,"2100 ARROW HWY, SUITE 110",LA VERNE,CA,91750,CWA,No,06/25/2024,
ALLERGAN LLC,2525 DUPONT DR,IRVINE,CA,92612,CWA,No,07/26/2021,
ALLFAST FASTENING SYSTEMS LLC,370 TURNBULL CANYON ROAD,CITY OF INDUSTRY,CA,91745,CWA,No,,
ALLFAST FASTENING SYSTEMS LLC,15200 DON JULIAN ROAD,CITY OF INDUSTRY,CA,91745,CWA,No,05/14/2021,
ALLIANCE BUS LINES INC,1247 WEST BROOKS ST,ONTARIO,CA,91762,CWA,No,,
"ALLIANCE READY MIX, INC.",915 SHERIDAN ROAD,ARROYO GRANDE,CA,93420,CWA,Yes,03/06/2019,
ALLIANCE SHIPPERS INC,2678 SOUTH LILAC AVENUE,RIALTO,CA,92316,CWA,No,,
ALLIANCE SPACESYSTEMS LLC,4398 CORPORATE CENTER DR,LOS ALAMITOS,CA,90720,CWA,No,07/28/2021,
ALLIANT TECHSYSTEMS OPERATIONS LLC,9401 CORBIN AVE,NORTHRIDGE,CA,91324,CWA,No,,
ALLIED AUTO SALVAGE INC,1926 SPRUCE ST,RIVERSIDE,CA,92507,CWA,No,02/14/2019,
ALLIED CONCRETE  SUPPLY CO INC,440 B MITCHLL RD,MODESTO,CA,95354,CWA,No,,
ALLIED FEATHER  DOWN CORP,6905 ACCO ST,MONTEBELLO,CA,90640,CWA,Yes,,
ALLIED PIPING  WELDING INC,1120 HOOVER AVENUE,NATIONAL CITY,CA,91950,CWA,No,06/26/2020,
ALLIED STEEL CO INC,1027 PALMYRITA AVE,RIVERSIDE,CA,92507,CWA,No,05/25/2022,212221
ALLIED WASTE SERVICES OF NORTH AMERICA LLC,409 NORTH MERCEY SPRINGS ROAD,LOS BANOS,CA,93722,CWA,No,,
ALLIED WASTE SERVICES OF NORTH AMERICA LLC,3326 FITZGERALD RD,RANCHO CORDOVA,CA,95742,CWA,No,08/21/2024,
ALLIED WASTE SERVICES OF NORTH AMERICA LLC,5501 N GOLDEN STATE BLVD,FRESNO,CA,93722,CWA,No,,
ALLIED WASTE SERVICES OF NORTH AMERICA LLC,1680 EDGEWORTH AVE,DALY CITY,CA,94015,CWA,No,08/15/2019,
ALLIED WASTE SYSTEMS INC,441 N BUCHANAN CIR,PACHECO,CA,94553,CWA,No,,
ALLIED WASTE TRANSFER SERVICES OF CALIFORNIA LLC,10463 N RICE RD,FRESNO,CA,93730,CWA,No,11/30/2017,
ALLIOTO FISH COMPANY,LEVENWORTH/PIER 47,SAN FRANCISCO,CA,94111,CWA,No,,
ALLOY DIE CASTING CO,6550 CABALLERO BLVD,BUENA PARK,CA,90620,CWA,Yes,03/28/2018,
ALLOY MACHINING SERVICES INC,2808 SUPPLY AVE,COMMERCE,CA,90040,CWA,No,,
ALLOY METALS COMPANY,3400 E 69TH STREET,LONG BEACH,CA,90805,CWA,No,09/13/2019,
ALLOY TOOL STEEL INC,13525 E FREEWAY DR,SANTA FE SPRINGS,CA,90670,CWA,Yes,,
ALLOYS CLEANING INC,1960 GAGE,HUNTINGTON PARK,CA,90001,CWA,No,07/14/2017,
"ALLRITE GRINDING AND MANUFACTURING, INC.","25345 AVENUE STANFORD, SUITE 204",SANTA CLARITA,CA,91355,CWA,No,07/11/2018,
ALLSTARS CORPORATION,1300 S MILLIKEN AVE,ONTARIO,CA,91761,CWA,No,,
ALLSTARS CORPORATION,1041 MILDRED ST,ONTARIO,CA,91761,CWA,No,,
ALLSTATE VAN AND STORAGE INC,12356 MC IVERS CT,POWAY,CA,92064,CWA,No,,
