facility_name,street,city,state,zip,violation_program,violation_type,inspection_date,naics_code
BURLINGTON RESOURCES OIL & GAS CO. LP,(UNKNOWN ADDRESS),(UNKNOWN CITY),ND,00000,CWA,No,,
BURLINGTON RESOURCES OIL & GAS CO. LP,(UNKNOWN ADDRESS),(UNKNOWN CITY),ND,00000,CWA,No,,
BURLINGTON RESOURCES OIL & GAS CO. LP,(UNKNOWN ADDRESS),(UNKNOWN CITY),ND,00000,CWA,No,,
BURLINGTON RESOURCES OIL & GAS CO. LP,(UNKNOWN ADDRESS),(UNKNOWN CITY),ND,00000,CWA,No,,
BURLINGTON RESOURCES OIL & GAS CO. LP,(UNKNOWN ADDRESS),(UNKNOWN CITY),ND,00000,CWA,No,,
"BURLINGTON RESOURCES OIL & GAS CO., L",(UNKNOWN ADDRESS),(UNKNOWN CITY),ND,00000,CWA,No,,
"BURLINGTON RESOURCES OIL & GAS CO., L",(UNKNOWN ADDRESS),(UNKNOWN CITY),ND,00000,CWA,No,,
"BURLINGTON RESOURCES OIL & GAS CO., LLC",(UNKNOWN ADDRESS),(UNKNOWN CITY),ND,00000,CWA,No,,
"BURLINGTON RESOURCES OIL & GAS CO., LP",REMOTE LOCATION,UNKNOWN,ND,58000,CWA,No,,
"BURLINGTON RESOURCES OIL & GAS CO., LP",(UNKNOWN ADDRESS),(UNKNOWN CITY),ND,00000,CWA,No,,
"BURLINGTON RESOURCES OIL & GAS CO., LP",(UNKNOWN ADDRESS),(UNKNOWN CITY),ND,00000,CWA,No,,
"BURLINGTON RESOURCES OIL & GAS CO., LP",(UNKNOWN ADDRESS),(UNKNOWN CITY),ND,00000,CWA,No,,
"BURLINGTON RESOURCES OIL & GAS CO., LP",(UNKNOWN ADDRESS),(UNKNOWN CITY),ND,00000,CWA,No,,
"BURLINGTON RESOURCES OIL & GAS CO., LP",(UNKNOWN ADDRESS),(UNKNOWN CITY),ND,00000,CWA,No,,
"BURLINGTON RESOURCES OIL & GAS CO., LP",(UNKNOWN ADDRESS),(UNKNOWN CITY),ND,00000,CWA,No,,
"BURLINGTON RESOURCES OIL & GAS CO., LP",(UNKNOWN ADDRESS),(UNKNOWN CITY),ND,00000,CWA,No,,
"BURLINGTON RESOURCES OIL & GAS CO., LP",REMOTE LOCATION,UNKNOWN,ND,58000,CWA,No,,
"BURLINGTON RESOURCES OIL & GAS CO., LP",REMOTE LOCATION,UNKNOWN,ND,58000,CWA,No,,
"BURLINGTON RESOURCES OIL & GAS CO., LP",(UNKNOWN ADDRESS),(UNKNOWN CITY),ND,00000,CWA,No,,
"BURLINGTON RESOURCES OIL & GAS CO., LP",(UNKNOWN ADDRESS),(UNKNOWN CITY),ND,00000,CWA,No,,
"BURLINGTON RESOURCES OIL & GAS CO., LP",REMOTE LOCATION,UNKNOWN,ND,58000,CWA,No,,
"BURLINGTON RESOURCES OIL & GAS CO., LP",(UNKNOWN ADDRESS),(UNKNOWN CITY),ND,00000,CWA,No,,
"BURLINGTON RESOURCES OIL & GAS CO., LP",(UNKNOWN ADDRESS),(UNKNOWN CITY),ND,00000,CWA,No,,
"BURLINGTON RESOURCES OIL & GAS CO., LP",(UNKNOWN ADDRESS),(UNKNOWN CITY),ND,00000,CWA,No,,
"BURLINGTON RESOURCES OIL & GAS CO., LP",REMOTE LOCATION,UNKNOWN,ND,58000,CWA,No,,
"BURLINGTON RESOURCES OIL & GAS CO., LP",REMOTE LOCATION,UNKNOWN,ND,58000,CWA,No,,
"BURLINGTON RESOURCES OIL & GAS CO., LP",(UNKNOWN ADDRESS),(UNKNOWN CITY),ND,00000,CWA,No,,
"BURLINGTON RESOURCES OIL & GAS CO., LP",REMOTE LOCATION,UNKNOWN,ND,58000,CWA,No,,
"BURLINGTON RESOURCES OIL & GAS CO., LP",REMOTE LOCATION,UNKNOWN,ND,58000,CWA,No,,
"BURLINGTON RESOURCES OIL & GAS CO., LP",(UNKNOWN ADDRESS),(UNKNOWN CITY),ND,00000,CWA,No,,
"BURLINGTON RESOURCES OIL & GAS CO., LP",REMOTE LOCATION,UNKNOWN,ND,58000,CWA,No,,
"BURLINGTON RESOURCES OIL & GAS CO., LP",REMOTE LOCATION,UNKNOWN,ND,58000,CWA,No,,
"BURLINGTON RESOURCES OIL & GAS CO., LP",(UNKNOWN ADDRESS),(UNKNOWN CITY),ND,00000,CWA,No,,
"BURLINGTON RESOURCES OIL & GAS CO., LP (CURTIS/SADDLE BUTTE)",(UNKNOWN ADDRESS),(UNKNOWN CITY),ND,00000,CWA,No,,
"BURLINGTON RESOURCES OIL & GAS CO.,LP",(UNKNOWN ADDRESS),(UNKNOWN CITY),ND,00000,CWA,No,,
BURLINGTON RESOURCES OIL & GAS CO.LP,(UNKNOWN ADDRESS),(UNKNOWN CITY),ND,00000,CWA,No,,
BURLINGTON RESOURCES OIL & GAS CO.LP,(UNKNOWN ADDRESS),(UNKNOWN CITY),ND,00000,CWA,No,,
BURLINGTON RESOURCES OIL & GAS CO.LP,(UNKNOWN ADDRESS),(UNKNOWN CITY),ND,00000,CWA,No,,
BURLINGTON RESOURCES OIL & GAS CO.LP,(UNKNOWN ADDRESS),(UNKNOWN CITY),ND,00000,CWA,No,,
BURLINGTON RESOURCES OIL & GAS CO.LP,(UNKNOWN ADDRESS),(UNKNOWN CITY),ND,00000,CWA,No,,
BURLINGTON RESOURCES OIL & GAS CO.LP,(UNKNOWN ADDRESS),(UNKNOWN CITY),ND,00000,CWA,No,,
BURLINGTON RESOURCES OIL & GAS CO.LP,(UNKNOWN ADDRESS),(UNKNOWN CITY),ND,00000,CWA,No,,
BURLINGTON RESOURCES OIL & GAS COMPANY LP,(UNKNOWN ADDRESS),(UNKNOWN CITY),ND,00000,CWA,No,,
BURLINGTON RESOURCES OIL & GAS COMPANY LP,(UNKNOWN ADDRESS),(UNKNOWN CITY),ND,00000,CWA,No,,
BURLINGTON RESOURCES OIL & GAS COMPANY LP,(UNKNOWN ADDRESS),(UNKNOWN CITY),ND,00000,CWA,No,,
BURLINGTON RESOURCES OIL & GAS COMPANY LP,REMOTE LOCATION,UNKNOWN,ND,58000,CWA,No,,
BURLINGTON RESOURCES OIL & GAS COMPANY LP,REMOTE LOCATION,UNKNOWN,ND,58000,CWA,No,,
BURLINGTON RESOURCES OIL & GAS COMPANY LP (CHERRY CREEK 11-25H/ROUGH CREEK 44-23,(UNKNOWN ADDRESS),(UNKNOWN CITY),ND,00000,CWA,No,,
BURLINGTON RESOURCES OIL & GAS COMPANY LP - STORMWATER CONSTRUCTION,212 2ND ST NW,WATFORD CITY,ND,58854,CWA,No,,
BURLINGTON RESOURCES OIL & GAS COMPANY LP - STORMWATER CONSTRUCTION,34TH T ST NW,KEENE,ND,58847,CWA,No,,
BURLINGTON RESOURCES OIL & GAS COMPANY LP - STORMWATER CONSTRUCTION,935 N. ELDRIDGE PARKWAY,HOUSTON,ND,77079,CWA,No,,
BURLINGTON RESOURCES OIL AND GAS CO.,(UNKNOWN ADDRESS),(UNKNOWN CITY),ND,00000,CWA,No,,
BURLINGTON RESOURCES OIL AND GAS CO.,(UNKNOWN ADDRESS),(UNKNOWN CITY),ND,00000,CWA,No,,
BURLINGTON RESOURCES OIL AND GAS CO.,(UNKNOWN ADDRESS),(UNKNOWN CITY),ND,00000,CWA,No,,
BURLINGTON RESOURCES OIL AND GAS CO. LP,(UNKNOWN ADDRESS),(UNKNOWN CITY),ND,00000,CWA,No,,
"BURLINGTON RESOURCES OIL AND GAS CO., LP",(UNKNOWN ADDRESS),(UNKNOWN CITY),ND,00000,CWA,No,,
"BURNT CREEK GROUP, LLC",REMOTE LOCATION,UNKNOWN,ND,58000,CWA,No,,
"BURNT CREEK GROUP, LLC",REMOTE LOCATION,UNKNOWN,ND,58000,CWA,No,,
BUTLER BUSINESS PARK LLC,"100 36TH ST. S, FARGO, ND",UNKNOWN,ND,58000,CWA,No,,
BUTLER MACHINERY COMPANY - BUTLER MACHINERY MAPELTON,500 KNUTSON ST,MAPELTON,ND,58059,CWA,No,,
"BUYCK CAPITAL INVESTMENTS, LLC",901 8TH AVE S,UNKNOWN,ND,58000,CWA,No,,
CALFRAC WELL SERVICES CORP,14049 HWY 2,WILLISTON,ND,58802,CWA,No,10/07/1987,
CALIBER FRESH WATER LLC,REMOTE LOCATION,UNKNOWN,ND,58000,CWA,No,,
CALIBER FRESH WATER LLC,1200 17TH ST STE 2100,DENVER,CO,80202,CWA,No,,
CALIBER MIDSTREAM LLC,REMOTE LOCATION,UNKNOWN,ND,58000,CWA,No,,
CALIBER MIDSTREAM LLC,REMOTE LOCATION,UNKNOWN,ND,58000,CWA,No,,
"CALIBER MIDSTREAM, LLC",REMOTE LOCATION,UNKNOWN,ND,58000,CWA,No,,
CAMERON INTERNATIONAL CORPORATION,205 42ND STREET,MINOT,ND,58701,CWA,No,,
"CARBO CERAMICS, INC.",51 MAIN STREET,DOUGLAS,ND,58735,CWA,No,09/02/2015,
CARDINAL IG COMPANY,4611 15TH AVENUE NW,FARGO,ND,58102,CWA,No,,
CARGILL INC-WEST FARGO,250 7TH AVE NE,WEST FARGO,ND,58078,CWA,Yes,06/02/2025,
CARGILL MALTING CO,3349 94TH AVE SE,SPIRITWOOD,ND,58481,CWA,No,06/11/2019,311213
"CARGILL, INC",18049 CR-8E,UNKNOWN,ND,58000,CWA,No,,
"CARGILL, INC,",250 7TH AVE. NE,UNKNOWN,ND,58000,CWA,No,,
"CARGILL, INC.",REMOTE LOCATION,UNKNOWN,ND,58000,CWA,No,,
"CARGILL, INC.",250 7TH AVE NE,UNKNOWN,ND,58000,CWA,No,,
"CARGILL, INC. - STORMWATER CONSTRUCTION",18049 COUNTY ROAD 8 EAST,WAHPETON,ND,58075,CWA,No,,
"CARGILL, INC. - STORMWATER CONSTRUCTION",18049 COUNTY ROAD 8 EAST,WAHPETON,ND,58075,CWA,No,,
"CAROLYN JAY, LLC",REMOTE LOCATION,UNKNOWN,ND,58000,CWA,No,,
CARPCO INC,"8856 LOST RIVER RD, HORACE, ND, 58047",UNKNOWN,ND,58000,CWA,No,,
CARPENTER'S ROCK AND GRAVEL COMPANY - KARTES PIT,9660 HWY 32,WALHALLA,ND,58282,CWA,No,10/19/2022,
CARPENTER'S ROCK AND GRAVEL COMPANY - METELMANN PIT,9660 HWY 32,WALHALLA,ND,58282,CWA,No,,
"CASCADES TOWNHOMES II, LLC","920 CASCADES WAY, MANDAN",UNKNOWN,ND,58000,CWA,No,10/10/2018,
CASEY'S RETAIL COMPANY,16TH AVENUE NORTH AND WHEATLAND ROAD,UNKNOWN,ND,58000,CWA,No,,
CASEY'S RETAIL COMPANY,"2902 13TH AVE S., FARGO ND",UNKNOWN,ND,58000,CWA,No,,
CASEY'S RETAIL COMPANY,REMOTE LOCATION,UNKNOWN,ND,58000,CWA,No,,
CASEY'S RETAIL COMPANY,REMOTE LOCATION,UNKNOWN,ND,58000,CWA,No,,
CASS CO HWY DEPT,REMOTE LOCATION,UNKNOWN,ND,58000,CWA,No,,
CASS CO HWY DEPT,REMOTE LOCATION,UNKNOWN,ND,58000,CWA,No,,
CASS LAND LLC,19TH ST S,UNKNOWN,ND,58000,CWA,No,04/26/2024,
CASS OIL LLC,2445 65TH AVE S,UNKNOWN,ND,58000,CWA,No,07/01/2025,
